subject,world,path,squaretype,nodeName,availableChildName,nodeValue,chosen,ncells,nsteps,nstepsfromroot
S80470082,4ways,"p(6, 2)",X,N39711,N75328,,TRUE,1,2,2
S80470082,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S80470082,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S80470082,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S80470082,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N26976,,TRUE,1,6,8
S80470082,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N53690,,FALSE,4,9,11
S80470082,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N85228,,FALSE,2,9,11
S80470082,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N20811,,TRUE,1,1,9
S80470082,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N25416,,FALSE,4,7,15
S80470082,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N38655,,FALSE,2,7,15
S80470082,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N20811,N50954,,TRUE,4,8,17
S80470082,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N20811,N30238,,FALSE,2,8,17
S80470082,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N50954,N91125,,TRUE,2,4,21
S30634664,4ways,"p(6, 2)",X,N39711,N75328,,TRUE,1,2,2
S30634664,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S30634664,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S30634664,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S30634664,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N26976,,TRUE,1,6,8
S30634664,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N53690,,FALSE,4,9,11
S30634664,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N85228,,FALSE,2,9,11
S30634664,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N20811,,TRUE,1,1,9
S30634664,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N25416,,FALSE,4,7,15
S30634664,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N38655,,FALSE,2,7,15
S30634664,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N20811,N50954,,FALSE,4,8,17
S30634664,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N20811,N30238,,TRUE,2,8,17
S94893237,4ways,"p(6, 2)",X,N39711,N75328,,TRUE,1,2,2
S94893237,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S94893237,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S94893237,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S94893237,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N26976,,FALSE,1,6,8
S94893237,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N53690,,TRUE,4,9,11
S94893237,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N85228,,FALSE,2,9,11
S94893237,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N53690,N67505,,TRUE,2,4,15
S94893237,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N53690,N81529,,FALSE,1,7,18
S85705848,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S85705848,4ways,"p(6, 2)",X,N39711,N96243,,TRUE,1,4,4
S85705848,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S85705848,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S85705848,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N32798,,TRUE,1,1,5
S85705848,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N91530,,FALSE,1,6,10
S85705848,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N88542,,FALSE,4,7,11
S85705848,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N68171,,FALSE,2,7,11
S85705848,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N32798,N22474,,FALSE,1,7,12
S85705848,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N32798,N99878,,TRUE,4,8,13
S85705848,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N32798,N60238,,FALSE,2,8,13
S85705848,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N99878,N73325,,TRUE,2,4,17
S85705848,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N99878,N57901,,FALSE,1,9,22
S8857646,4ways,"p(6, 2)",X,N39711,N75328,,TRUE,1,2,2
S8857646,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S8857646,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S8857646,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S8857646,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N26976,,FALSE,1,6,8
S8857646,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N53690,,FALSE,4,9,11
S8857646,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N85228,,TRUE,2,9,11
S14639772,4ways,"p(6, 2)",X,N39711,N75328,,TRUE,1,2,2
S14639772,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S14639772,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S14639772,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S14639772,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N26976,,TRUE,1,6,8
S14639772,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N53690,,FALSE,4,9,11
S14639772,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N85228,,FALSE,2,9,11
S14639772,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N20811,,TRUE,1,1,9
S14639772,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N25416,,FALSE,4,7,15
S14639772,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N38655,,FALSE,2,7,15
S14639772,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N20811,N50954,,FALSE,4,8,17
S14639772,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N20811,N30238,,TRUE,2,8,17
S9664755,4ways,"p(6, 2)",X,N39711,N75328,,TRUE,1,2,2
S9664755,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S9664755,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S9664755,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S9664755,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N26976,,TRUE,1,6,8
S9664755,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N53690,,FALSE,4,9,11
S9664755,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N85228,,FALSE,2,9,11
S9664755,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N20811,,TRUE,1,1,9
S9664755,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N25416,,FALSE,4,7,15
S9664755,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N38655,,FALSE,2,7,15
S9664755,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N20811,N50954,,TRUE,4,8,17
S9664755,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N20811,N30238,,FALSE,2,8,17
S9664755,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N50954,N91125,,TRUE,2,4,21
S78726610,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S78726610,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S78726610,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S78726610,4ways,"p(6, 2)",X,N39711,N48992,,TRUE,2,7,7
S12191702,4ways,"p(6, 2)",X,N39711,N75328,,TRUE,1,2,2
S12191702,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S12191702,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S12191702,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S12191702,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N26976,,TRUE,1,6,8
S12191702,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N53690,,FALSE,4,9,11
S12191702,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N85228,,FALSE,2,9,11
S12191702,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N20811,,FALSE,1,1,9
S12191702,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N25416,,FALSE,4,7,15
S12191702,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N38655,,TRUE,2,7,15
S49923888,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S49923888,4ways,"p(6, 2)",X,N39711,N96243,,TRUE,1,4,4
S49923888,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S49923888,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S49923888,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N32798,,TRUE,1,1,5
S49923888,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N91530,,FALSE,1,6,10
S49923888,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N88542,,FALSE,4,7,11
S49923888,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N68171,,FALSE,2,7,11
S49923888,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N32798,N22474,,FALSE,1,7,12
S49923888,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N32798,N99878,,TRUE,4,8,13
S49923888,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N32798,N60238,,FALSE,2,8,13
S49923888,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N99878,N73325,,TRUE,2,4,17
S49923888,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N99878,N57901,,FALSE,1,9,22
S72521759,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S72521759,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S72521759,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S72521759,4ways,"p(6, 2)",X,N39711,N48992,,TRUE,2,7,7
S12590238,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S12590238,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S12590238,4ways,"p(6, 2)",X,N39711,N28397,,TRUE,4,7,7
S12590238,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S12590238,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N27336,,FALSE,2,4,11
S12590238,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N21554,,TRUE,1,7,14
S12590238,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N26319,,FALSE,1,9,16
S12590238,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4)",D,N21554,N16090,,FALSE,1,6,20
S12590238,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4)",D,N21554,N64741,,FALSE,2,7,21
S12590238,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4)",D,N21554,N77546,,TRUE,1,1,15
S12590238,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N77546,N54553,,TRUE,1,7,22
S12590238,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N77546,N39780,,FALSE,2,8,23
S12590238,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6)",D,N54553,N66949,,TRUE,2,9,31
S61913516,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S61913516,4ways,"p(6, 2)",X,N39711,N96243,,TRUE,1,4,4
S61913516,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S61913516,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S61913516,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N32798,,TRUE,1,1,5
S61913516,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N91530,,FALSE,1,6,10
S61913516,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N88542,,FALSE,4,7,11
S61913516,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N68171,,FALSE,2,7,11
S61913516,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N32798,N22474,,FALSE,1,7,12
S61913516,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N32798,N99878,,FALSE,4,8,13
S61913516,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N32798,N60238,,TRUE,2,8,13
S31520197,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S31520197,4ways,"p(6, 2)",X,N39711,N96243,,TRUE,1,4,4
S31520197,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S31520197,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S31520197,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N32798,,FALSE,1,1,5
S31520197,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N91530,,FALSE,1,6,10
S31520197,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N88542,,TRUE,4,7,11
S31520197,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N68171,,FALSE,2,7,11
S31520197,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N88542,N14860,,FALSE,1,8,19
S31520197,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N88542,N67846,,FALSE,1,9,20
S31520197,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N88542,N68334,,TRUE,2,4,15
S86178371,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S86178371,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S86178371,4ways,"p(6, 2)",X,N39711,N28397,,TRUE,4,7,7
S86178371,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S86178371,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N27336,,TRUE,2,4,11
S86178371,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N21554,,FALSE,1,7,14
S86178371,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N26319,,FALSE,1,9,16
S9302220,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S9302220,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S9302220,4ways,"p(6, 2)",X,N39711,N28397,,TRUE,4,7,7
S9302220,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S9302220,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N27336,,TRUE,2,4,11
S9302220,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N21554,,FALSE,1,7,14
S9302220,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N26319,,FALSE,1,9,16
S51693885,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S51693885,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S51693885,4ways,"p(6, 2)",X,N39711,N28397,,TRUE,4,7,7
S51693885,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S51693885,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N27336,,TRUE,2,4,11
S51693885,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N21554,,FALSE,1,7,14
S51693885,4ways,"p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N28397,N26319,,FALSE,1,9,16
S99991343,4ways,"p(6, 2)",X,N39711,N75328,,FALSE,1,2,2
S99991343,4ways,"p(6, 2)",X,N39711,N96243,,TRUE,1,4,4
S99991343,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S99991343,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S99991343,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N32798,,FALSE,1,1,5
S99991343,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N91530,,FALSE,1,6,10
S99991343,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N88542,,FALSE,4,7,11
S99991343,4ways,"p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N96243,N68171,,TRUE,2,7,11
S84565588,4ways,"p(6, 2)",X,N39711,N75328,,TRUE,1,2,2
S84565588,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S84565588,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S84565588,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S84565588,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N26976,,TRUE,1,6,8
S84565588,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N53690,,FALSE,4,9,11
S84565588,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N85228,,FALSE,2,9,11
S84565588,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N20811,,TRUE,1,1,9
S84565588,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N25416,,FALSE,4,7,15
S84565588,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N38655,,FALSE,2,7,15
S84565588,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N20811,N50954,,TRUE,4,8,17
S84565588,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5)",D,N20811,N30238,,FALSE,2,8,17
S84565588,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N50954,N91125,,TRUE,2,4,21
S56618969,4ways,"p(6, 2)",X,N39711,N75328,,TRUE,1,2,2
S56618969,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S56618969,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S56618969,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S56618969,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N26976,,TRUE,1,6,8
S56618969,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N53690,,FALSE,4,9,11
S56618969,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N85228,,FALSE,2,9,11
S56618969,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N20811,,FALSE,1,1,9
S56618969,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N25416,,TRUE,4,7,15
S56618969,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4)",D,N26976,N38655,,FALSE,2,7,15
S56618969,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N25416,N46107,,TRUE,2,4,19
S56618969,4ways,"p(2, 6);p(1, 6);p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1)",D,N25416,N67687,,FALSE,1,8,23
S57356312,4ways,"p(6, 2)",X,N39711,N75328,,TRUE,1,2,2
S57356312,4ways,"p(6, 2)",X,N39711,N96243,,FALSE,1,4,4
S57356312,4ways,"p(6, 2)",X,N39711,N28397,,FALSE,4,7,7
S57356312,4ways,"p(6, 2)",X,N39711,N48992,,FALSE,2,7,7
S57356312,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N26976,,TRUE,1,6,8
S57356312,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N53690,,FALSE,4,9,11
S57356312,4ways,"p(2, 6);p(1, 6);p(0, 6)",D,N75328,N85228,,FALSE,2,9,11
